,Borough,Neighborhood,Total records,Robbery,Street robbery,Total physical injury,Serious bodily harm,Coercion,Total theft,Bicycle theft,Burglary,Property damage,Drug offenses
43,Charlottenburg-Wilmersdorf,Westend,4777,23,11,228,52,119,2938,178,141,296,14
44,Charlottenburg-Wilmersdorf,Schloß Charlottenburg,2680,27,13,234,59,106,1241,260,66,209,33
45,Charlottenburg-Wilmersdorf,Mierendorffplatz,2113,20,10,155,46,57,947,123,47,142,30
46,Charlottenburg-Wilmersdorf,Otto-Suhr-Allee,5270,43,25,397,95,123,2552,404,95,383,75
47,Charlottenburg-Wilmersdorf,Neue Kantstraße,3297,33,21,227,51,67,1824,335,122,210,111
48,Charlottenburg-Wilmersdorf,Kantstraße,5625,67,27,276,69,98,3361,325,94,226,119
49,Charlottenburg-Wilmersdorf,Kurfürstendamm,10174,107,51,911,252,168,5657,275,116,360,117
50,Charlottenburg-Wilmersdorf,Halensee,2421,17,10,124,29,53,1368,144,83,153,15
51,Charlottenburg-Wilmersdorf,Grunewald,1679,10,6,123,23,67,976,79,185,121,11
52,Charlottenburg-Wilmersdorf,Schmargendorf,1186,9,6,66,10,25,716,102,76,88,7
53,Charlottenburg-Wilmersdorf,Wiesbadener Straße,1136,5,1,79,5,33,701,200,38,104,7
54,Charlottenburg-Wilmersdorf,Düsseldorfer Straße,4483,39,18,210,38,102,2338,383,139,334,50
55,Charlottenburg-Wilmersdorf,Barstraße,1732,19,11,113,19,45,980,227,66,102,24
56,Charlottenburg-Wilmersdorf,Volkspark Wilmersdorf,3852,41,28,225,35,79,2180,511,117,250,42
57,Charlottenburg-Wilmersdorf,Forst Grunewald,108,0,0,19,5,6,32,1,0,9,0
58,Charlottenburg-Wilmersdorf,"Bezirk (Ch-Wi), nicht zuzuordnen",1016,40,32,33,14,52,757,133,0,45,37
60,Spandau,Hakenfelde,1719,16,10,192,27,89,830,71,45,184,15
61,Spandau,Falkenhagener Feld,3131,31,17,405,86,180,1290,142,93,332,36
62,Spandau,Spandau Mitte,6494,101,55,624,158,252,2665,194,87,526,175
63,Spandau,Brunsbütteler Damm,1679,15,5,159,28,76,826,67,65,180,10
64,Spandau,Heerstraße Nord,2607,22,14,334,81,128,1066,56,75,295,23
65,Spandau,Wilhelmstadt,5252,31,15,462,91,162,2260,187,77,349,146
66,Spandau,Haselhorst,1966,21,7,157,29,67,1007,73,38,115,20
67,Spandau,Siemensstadt,1911,15,6,130,29,50,993,78,40,117,14
68,Spandau,Gatow/Kladow,995,4,1,105,28,39,489,35,65,104,2
69,Spandau,"Bezirk (Sp), nicht zuzuordnen",590,13,12,54,20,31,406,21,1,48,52
71,Steglitz-Zehlendorf,Schloßstr.,4249,25,13,200,40,63,2496,350,64,217,33
72,Steglitz-Zehlendorf,Albrechtstr.,3081,32,21,231,47,125,1406,229,133,361,46
73,Steglitz-Zehlendorf,Lankwitz,2524,19,11,264,53,110,960,109,104,297,78
74,Steglitz-Zehlendorf,Ostpreußendamm,2309,16,7,185,44,80,1184,205,165,220,36
75,Steglitz-Zehlendorf,Teltower Damm,2582,16,10,150,30,73,1438,438,132,252,42
76,Steglitz-Zehlendorf,Drakestr.,3547,18,10,200,28,97,1895,258,199,252,41
77,Steglitz-Zehlendorf,Zehlendorf Südwest,2313,15,7,136,29,62,1190,195,137,310,17
78,Steglitz-Zehlendorf,Zehlendorf Nord,3922,25,13,193,41,94,2489,453,345,445,37
79,Steglitz-Zehlendorf,"Bezirk (St-Zd), nicht zuzuordnen",601,14,6,37,3,36,379,115,2,42,26
81,Tempelhof-Schöneberg,Schöneberg-Nord,9851,160,101,816,224,231,5114,637,227,636,263
82,Tempelhof-Schöneberg,Schöneberg-Süd,7207,58,27,530,126,157,3462,755,157,508,180
83,Tempelhof-Schöneberg,Friedenau,4406,36,22,230,32,114,2592,545,99,337,43
84,Tempelhof-Schöneberg,Tempelhof,9521,53,23,671,145,280,3870,412,126,811,213
85,Tempelhof-Schöneberg,Mariendorf,4123,39,22,295,71,100,2121,173,118,374,69
86,Tempelhof-Schöneberg,Marienfelde,2379,17,9,220,45,94,1126,117,90,245,42
87,Tempelhof-Schöneberg,Lichtenrade,2994,30,18,285,45,156,1227,145,227,336,60
88,Tempelhof-Schöneberg,"Bezirk (Th-Sb), nicht zuzuordnen",1058,32,25,72,21,54,865,133,0,83,30
90,Neukölln,Schillerpromenade,5440,91,52,450,134,142,2232,252,101,499,806
91,Neukölln,Neuköllner Mitte/Zentrum,9783,91,41,767,242,218,4733,341,157,653,205
92,Neukölln,Reuterstraße,7056,107,51,468,132,150,3350,540,159,508,194
93,Neukölln,Rixdorf,5356,77,45,480,140,182,2558,453,199,518,183
94,Neukölln,Köllnische Heide,2720,32,17,244,57,97,1214,58,42,410,55
95,Neukölln,Britz,5513,54,27,429,107,176,2333,232,138,391,116
96,Neukölln,Buckow,1695,11,5,173,36,85,746,62,108,172,15
97,Neukölln,Gropiusstadt,4298,45,33,369,91,136,1980,187,59,600,32
98,Neukölln,Buckow Nord,966,11,5,94,15,32,431,36,37,49,11
99,Neukölln,Rudow,2906,28,20,219,44,112,1331,165,182,312,36
100,Neukölln,"Bezirk (Nk), nicht zuzuordnen",1281,35,30,69,20,37,782,57,0,49,30
102,Treptow-Köpenick,Alt-Treptow,2182,54,36,143,48,51,1214,286,39,178,146
103,Treptow-Köpenick,Plänterwald,1861,6,3,60,6,40,669,60,24,123,7
104,Treptow-Köpenick,Baumschulenweg,1542,14,5,119,20,46,868,110,74,149,25
105,Treptow-Köpenick,Johannisthal,1216,11,4,96,18,43,596,73,61,102,19
106,Treptow-Köpenick,Oberschöneweide,2213,16,6,273,81,91,981,113,39,270,49
107,Treptow-Köpenick,Niederschöneweide,1931,10,5,117,23,40,935,126,20,201,40
108,Treptow-Köpenick,Adlershof,1944,22,8,124,24,47,1090,172,24,170,25
109,Treptow-Köpenick,Köllnische Vorstadt/Spindlersfeld,757,3,2,100,23,31,317,74,10,99,20
110,Treptow-Köpenick,Altglienicke,1240,7,4,111,28,53,684,88,102,118,17
111,Treptow-Köpenick,Bohnsdorf,802,9,2,39,12,31,431,38,89,70,20
112,Treptow-Köpenick,Grünau,481,2,2,25,10,16,280,72,22,57,2
113,Treptow-Köpenick,Schmöckwitz/Karolinenhof/Rauchfangswerder,242,0,0,21,5,6,128,9,38,30,1
114,Treptow-Köpenick,Köpenick-Süd,885,2,2,93,19,37,379,77,14,106,14
115,Treptow-Köpenick,Allende-Viertel,468,3,1,49,7,13,237,46,4,33,6
116,Treptow-Köpenick,Altstadt-Kietz,659,0,0,99,21,33,233,57,5,84,13
117,Treptow-Köpenick,Müggelheim,242,0,0,30,4,17,101,7,13,32,2
118,Treptow-Köpenick,Friedrichshagen,1141,7,2,55,12,29,689,253,22,132,4
119,Treptow-Köpenick,Rahnsdorf/Hessenwinkel,586,1,0,43,12,16,311,93,52,70,5
120,Treptow-Köpenick,Dammvorstadt,1990,16,9,185,48,40,773,127,15,156,80
121,Treptow-Köpenick,Köpenick-Nord,942,3,0,43,8,29,347,97,41,108,2
122,Treptow-Köpenick,"Bezirk (Tp-Kp), nicht zuzuordnen",805,11,7,35,5,21,443,101,1,72,20
124,Marzahn-Hellersdorf,Marzahn-Nord,1850,26,16,335,56,107,569,79,21,231,39
125,Marzahn-Hellersdorf,Marzahn-Mitte,4762,51,27,668,131,178,1851,127,62,491,69
126,Marzahn-Hellersdorf,Marzahn-Süd,3686,39,18,345,66,91,1739,87,111,379,44
127,Marzahn-Hellersdorf,Hellersdorf-Nord,4079,33,16,607,106,200,1589,122,47,538,81
128,Marzahn-Hellersdorf,Hellersdorf-Ost,1669,14,8,243,44,83,583,79,14,270,45
129,Marzahn-Hellersdorf,Hellersdorf-Süd,1856,23,15,246,36,79,625,70,32,206,33
130,Marzahn-Hellersdorf,Biesdorf,2213,11,6,137,28,60,1288,180,169,202,25
131,Marzahn-Hellersdorf,Kaulsdorf,1095,3,1,96,19,22,534,98,102,105,16
132,Marzahn-Hellersdorf,Mahlsdorf,1171,4,2,77,13,32,639,129,125,122,9
133,Marzahn-Hellersdorf,"Bezirk (Mz-Hd), nicht zuzuordnen",864,18,12,87,35,23,207,24,1,111,6
135,Lichtenberg,"Malchow, Wartenberg und Falkenberg",288,4,2,29,4,9,145,17,11,27,3
136,Lichtenberg,Neu-Hohenschönhausen Nord,1865,13,8,310,54,67,710,88,17,208,42
137,Lichtenberg,Neu-Hohenschönhausen Süd,1984,18,5,282,61,64,916,90,38,175,35
138,Lichtenberg,Alt-Hohenschönhausen Nord,1685,16,6,138,37,37,924,67,107,143,16
139,Lichtenberg,Alt-Hohenschönhausen Süd,2632,19,7,234,43,58,1493,191,102,235,20
140,Lichtenberg,Fennpfuhl,2747,24,14,179,35,65,1414,223,90,323,36
141,Lichtenberg,Alt-Lichtenberg,4419,39,21,365,97,106,2157,267,96,383,38
142,Lichtenberg,Frankfurter Allee Süd,1384,17,7,89,16,17,690,123,28,106,73
143,Lichtenberg,Neu Lichtenberg,3169,25,16,263,51,63,1669,303,63,371,50
144,Lichtenberg,Friedrichsfelde Nord,1184,8,3,132,29,26,561,43,52,114,13
145,Lichtenberg,Friedrichsfelde Süd,1579,8,6,134,28,51,722,109,50,210,12
146,Lichtenberg,Rummelsburger Bucht,385,3,3,37,15,8,212,37,16,42,13
147,Lichtenberg,Karlshorst,1465,6,2,110,21,44,856,226,60,148,22
148,Lichtenberg,"Bezirk (Lb), nicht zuzuordnen",796,12,10,32,11,30,316,70,0,48,14
150,Reinickendorf,Ost 1 - Reginhardstr.,3224,39,17,428,99,148,1150,124,74,276,89
151,Reinickendorf,Ost 2 - Alt-Reinickendorf,3482,42,24,304,68,119,1575,160,68,311,132
152,Reinickendorf,West 1 - Tegel-Süd/Flughafensee,2036,9,3,195,41,103,793,33,47,120,206
153,Reinickendorf,West 4 - Auguste-Viktoria-Allee,3531,32,15,376,89,136,1667,120,58,300,64
154,Reinickendorf,West 5 - Tegel/Tegeler Forst,2070,17,9,183,51,44,1057,117,27,158,56
155,Reinickendorf,West 2 - Heiligensee/Konradshöhe,1245,5,1,88,18,40,545,80,112,163,23
156,Reinickendorf,Nord 1 - Frohnau/Hermsdorf,1828,27,14,115,21,55,1016,183,191,190,30
157,Reinickendorf,Nord 2 - Waidmannslust/Wittenau/Lübars,4310,42,25,342,73,137,1579,153,122,258,75
158,Reinickendorf,MV 1 - Märkisches Viertel,4377,65,33,508,134,202,2052,122,42,308,96
159,Reinickendorf,MV 2 - Rollbergsiedlung,1189,22,7,112,21,55,415,25,29,256,16
160,Reinickendorf,West 3 - Borsigwalde/Freie Scholle,1346,12,4,127,28,58,592,46,52,121,24
161,Reinickendorf,"Bezirk (Rd), nicht zuzuordnen",2163,13,11,113,10,55,1394,69,1,72,58
